dialogue_id,game,text,speaker,utterance_idx,is_effective,is_positive
13204,commonsense,go west,assistant,7,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
4
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,8,2,1
13204,commonsense,go east,assistant,9,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
5
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,10,2,1
13204,commonsense,go west,assistant,11,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
6
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,12,2,1
13204,commonsense,go east,assistant,13,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
7
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,14,2,1
13204,commonsense,go west,assistant,15,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
8
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,16,2,1
13204,commonsense,go east,assistant,17,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
9
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,18,2,1
13204,commonsense,go west,assistant,19,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
10
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,20,2,1
13204,commonsense,go east,assistant,21,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
11
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,22,2,1
13204,commonsense,go west,assistant,23,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
12
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,24,2,1
13204,commonsense,go east,assistant,25,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
13
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,26,2,1
13204,commonsense,go west,assistant,27,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
14
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,28,2,1
13204,commonsense,go east,assistant,29,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
15
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,30,2,1
13204,commonsense,go west,assistant,31,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
16
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,32,2,1
13204,commonsense,go east,assistant,33,0,1
13204,commonsense," This is the present state of the game

-= Kitchen =-
You're now in the kitchen.

You smell a terrible smell, and follow it to a fridge. You idly wonder how they came up with the name TextWorld for this place. It's pretty fitting. The fridge is empty, what a horrible day! Oh wow! Is that what I think it is? It is! It's a kitchen cupboard. The kitchen cupboard is empty! This is the worst thing that could possibly happen, ever! What's that over there? It looks like it's a trash can. Is this what you came to TextWorld for? This... trash can? The trash can is empty! What a waste of a day! You see a dining table. But there isn't a thing on it. You think about smashing the dining table to bits, throwing the bits into the garbage, etc, until you get bored and decide to move on. You see a ladderback chair. Unfortunately, there isn't a thing on it. Aw, and here you were, all excited for there to be things on it!

There is an open frosted-glass door leading west.

<score>
0
</score><moves>
17
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,34,2,1
13204,commonsense,go west,assistant,35,0,1
13204,commonsense," This is the present state of the game

-= Pantry =-
You arrive in a pantry. A normal kind of place.

You see a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it. Hm. Oh well You bend down to tie your shoe. When you stand up, you notice a folding chair. On the folding chair you can make out a bread basket and a clean cup.

There is an open frosted-glass door leading east.

<score>
0
</score><moves>
18
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,36,2,1
13204,commonsense,go east,assistant,37,0,1
13225,commonsense," This is the present state of the game



                    ________  ________  __    __  ________
                   |        \|        \|  \  |  \|        \
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$
                      | $$   | $$__     \$$\/  $$   | $$
                      | $$   | $$  \     >$$  $$    | $$
                      | $$   | $$$$$    /  $$$$\    | $$
                      | $$   | $$_____ |  $$ \$$\   | $$
                      | $$   | $$     \| $$  | $$   | $$
                       \$$    \$$$$$$$$ \$$   \$$    \$$
              __       __   ______   _______   __        _______
             |  \  _  |  \ /      \ |       \ |  \      |       \
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$

Welcome to TextWorld! You find yourself in a messy house. Many things are not in their usual location. Let's clean up this place. Once you are done, this little house is going to be spick and span! Look for anything that is out of place and put it away in its proper location.

-= Bedroom =-
I am sorry to announce that you are now in the bedroom.

You make out an opened wardrobe. What a letdown! The wardrobe is empty! You make out a bed. The bed is large. Looks like someone's already been here and taken everything off it, though. Hm. Oh well You make out a dressing table. The dressing table is standard. On the dressing table you can make out a raincoat.



There is a plaid tie on the floor.

these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,0,2,1
13225,commonsense," go
",assistant,1,1,1
13225,commonsense," This is the present state of the game
You'll have to say which compass direction to go in.

<score>
0
</score><moves>
1
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,2,2,1
13225,commonsense," go north
",assistant,3,0,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
2
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,4,2,1
13225,commonsense," go east
",assistant,5,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
3
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,6,2,1
13225,commonsense," go south
",assistant,7,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
4
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,8,2,1
13225,commonsense," go west
",assistant,9,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
5
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,10,2,1
13225,commonsense," go east
",assistant,11,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
6
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,12,2,1
13225,commonsense," go south
",assistant,13,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
7
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,14,2,1
13225,commonsense," go north
",assistant,15,0,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
8
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,16,2,1
13225,commonsense," go east
",assistant,17,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
9
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,18,2,1
13225,commonsense," go south
",assistant,19,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
10
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,20,2,1
13225,commonsense," go west
",assistant,21,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
11
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,22,2,1
13225,commonsense," go north
",assistant,23,0,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
12
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,24,2,1
13225,commonsense," go east
",assistant,25,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
13
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,26,2,1
13225,commonsense," go south
",assistant,27,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
14
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,28,2,1
13225,commonsense," go west
",assistant,29,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
15
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,30,2,1
13225,commonsense," go north
",assistant,31,0,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
16
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,32,2,1
13225,commonsense," go east
",assistant,33,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
17
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,34,2,1
13225,commonsense," go south
",assistant,35,1,1
13225,commonsense," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
18
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,36,2,1
13225,commonsense," go west
",assistant,37,1,1
13412,commonsense," This is the present state of the game



                    ________  ________  __    __  ________
                   |        \|        \|  \  |  \|        \
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$
                      | $$   | $$__     \$$\/  $$   | $$
                      | $$   | $$  \     >$$  $$    | $$
                      | $$   | $$$$$    /  $$$$\    | $$
                      | $$   | $$_____ |  $$ \$$\   | $$
                      | $$   | $$     \| $$  | $$   | $$
                       \$$    \$$$$$$$$ \$$   \$$    \$$
              __       __   ______   _______   __        _______
             |  \  _  |  \ /      \ |       \ |  \      |       \
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$

Welcome to TextWorld! You find yourself in a messy house. Many things are not in their usual location. Let's clean up this place. Once you are done, this little house is going to be spick and span! Look for anything that is out of place and put it away in its proper location.

-= Livingroom =-
You've entered a livingroom.

You can make out a sofa. The sofa is comfy. However, the sofa, like an empty sofa, has nothing on it. It would have been so cool if there was stuff on the sofa. Look out! It's a- oh, never mind, it's just an end table. But there isn't a thing on it. Aw, here you were, all excited for there to be things on it! You make out a coffee table. The coffee table is small. On the coffee table you see a cushion.



these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,0,2,1
13412,commonsense, put cushion on sofa,assistant,1,1,1
13412,commonsense," This is the present state of the game
You need to take the cushion first.

<score>
0
</score><moves>
1
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,2,2,1
13412,commonsense, take cushion,assistant,3,1,1
13412,commonsense," This is the present state of the game
You take the cushion from the coffee table.

<score>
0
</score><moves>
2
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,4,2,1
13412,commonsense, put cushion on sofa,assistant,5,1,1
14534,commonsense," This is the present state of the game



                    ________  ________  __    __  ________
                   |        \|        \|  \  |  \|        \
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$
                      | $$   | $$__     \$$\/  $$   | $$
                      | $$   | $$  \     >$$  $$    | $$
                      | $$   | $$$$$    /  $$$$\    | $$
                      | $$   | $$_____ |  $$ \$$\   | $$
                      | $$   | $$     \| $$  | $$   | $$
                       \$$    \$$$$$$$$ \$$   \$$    \$$
              __       __   ______   _______   __        _______
             |  \  _  |  \ /      \ |       \ |  \      |       \
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$

Welcome to TextWorld! You find yourself in a messy house. Many things are not in their usual location. Let's clean up this place. Once you are done, this little house is going to be spick and span! Look for anything that is out of place and put it away in its proper location.

-= Kitchen =-
You find yourself in a kitchen. An ordinary one. I guess you better just go and list everything you see here.

You bend down to tie your shoe. When you stand up, you notice a fridge. Empty! What kind of nightmare TextWorld is this? An open kitchen cupboard is here. The kitchen cupboard contains an orange bell pepper. You make out a dining table. The dining table is massive. But the thing hasn't got anything on it. You make out a stove. The stove is conventional. On the stove you can see a chicken breast.



these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,0,2,1
14534,commonsense, go kitchen,assistant,1,1,1
14534,commonsense," This is the present state of the game
That's not something you can enter.

<score>
0
</score><moves>
1
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,2,2,1
14534,commonsense, examine chicken breast,assistant,3,1,1
14534,commonsense," This is the present state of the game
That's a chicken breast!

<score>
0
</score><moves>
2
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,4,2,1
14534,commonsense, put chicken breast on dining table,assistant,5,1,1
14534,commonsense," This is the present state of the game
You need to take the chicken breast first.

<score>
0
</score><moves>
3
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,6,2,1
14534,commonsense, take chicken breast,assistant,7,1,1
14534,commonsense," This is the present state of the game
You take the chicken breast from the stove.

<score>
0
</score><moves>
4
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,8,2,1
14534,commonsense, put chicken breast on dining table,assistant,9,1,1
14534,commonsense," This is the present state of the game
You put the chicken breast on the dining table.

<score>
0
</score><moves>
5
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,10,2,1
14534,commonsense, examine dining table,assistant,11,0,1
14534,commonsense," This is the present state of the game
The dining table is unstable.

On the dining table is a chicken breast.

<score>
0
</score><moves>
6
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,12,2,1
14534,commonsense, put chicken breast on stove,assistant,13,1,1
14534,commonsense," This is the present state of the game
You need to take the chicken breast first.

<score>
0
</score><moves>
7
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,14,2,1
14534,commonsense, take chicken breast,assistant,15,1,1
14534,commonsense," This is the present state of the game
You take the chicken breast from the dining table.

<score>
0
</score><moves>
8
</moves>
>
these are the possible verbs you can use: ['close', 'drop', 'examine', 'go', 'insert', 'inventory', 'lock', 'look', 'open', 'put', 'take', 'unlock'].

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,16,2,1
14534,commonsense, put chicken breast on stove,assistant,17,1,1
