dialogue_id,game,text,speaker,utterance_idx,is_positive
37886,coin_collector,go west,assistant,2,3
37886,coin_collector," This is the present state of the game

-= Canteen =-
You are in a canteen. An ordinary one. You begin looking for stuff.



There is an unblocked exit to the east.

There is a coin on the floor.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,1
37886,coin_collector,pick up coin,assistant,4,3
31655,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

It's time to explore the amazing world of TextWorld! Here is how to play! Your first objective is to attempt to move north. Following that, pick up the coin from the floor of the cookery. Alright, thanks!

-= Playroom =-
This might come as a shock to you, but you've just come into a playroom. You decide to just list off a complete list of everything you see in the room, because hey, why not?



You don't like doors? Why not try going north, that entranceway is unguarded.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
31655,coin_collector,"system
You are an expert player of textual adventure games, ",assistant,2,2
31655,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
31655,coin_collector,|go north|,assistant,4,2
31655,coin_collector," This is the present state of the game
You seem to want to talk to someone, but I can't see whom.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,0
31655,coin_collector,go north,assistant,6,3
31655,coin_collector," This is the present state of the game

-= Cookery =-
You've entered an ordinary room. Your mind races to think of what kind of room would be ordinary. And then it hits you. Of course. You're in the cookery. The room is well lit.



There is an unblocked exit to the south.

There is a coin on the floor.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,7,1
31655,coin_collector,pick up coin,assistant,8,3
34029,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. First stop, move north. Once you get through with that, recover the coin from the floor of the kitchen. Once that's all handled, you can stop!

-= Garage =-
You're now in the garage.



You don't like doors? Why not try going north, that entranceway is unguarded.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
34029,coin_collector,"system

You have typed: ",assistant,2,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
34029,coin_collector,"system

You have typed: ",assistant,4,2
34029,coin_collector," This is the present state of the game
I beg your pardon?


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,0
34029,coin_collector,go north,assistant,6,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,7,0
34029,coin_collector,take north,assistant,8,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.


<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,9,0
34029,coin_collector,take north,assistant,10,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.


<score>
0
</score><moves>
2
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,11,0
34029,coin_collector,take north,assistant,12,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.


<score>
0
</score><moves>
3
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,13,0
34029,coin_collector,move north,assistant,14,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
4
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,15,0
34029,coin_collector,move north,assistant,16,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
5
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,17,0
34029,coin_collector,coin_collector,assistant,18,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,19,0
34029,coin_collector,move north,assistant,20,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
6
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,21,1
34029,coin_collector,go north,assistant,22,3
34029,coin_collector," This is the present state of the game

-= Kitchen =-
You've entered a kitchen.



You don't like doors? Why not try going south, that entranceway is unguarded.

There is a coin on the floor.

<score>
0
</score><moves>
7
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,23,1
34029,coin_collector,re now at the entrance of your house. A small hallway stretc,assistant,24,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,25,0
34029,coin_collector,go north,assistant,26,2
34029,coin_collector," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
8
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,27,0
34029,coin_collector,Go north,assistant,28,2
34029,coin_collector," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
9
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,29,0
34029,coin_collector,take north,assistant,30,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.


<score>
0
</score><moves>
10
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,31,0
34029,coin_collector,"system

You have entered the command: move north

          ",assistant,32,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,33,0
34029,coin_collector,"system

You have typed: move north",assistant,34,2
34029,coin_collector," This is the present state of the game
I beg your pardon?


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,35,0
34029,coin_collector,"s been a mistake! You were supposed to type an action, not t",assistant,36,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,37,0
34029,coin_collector,move north,assistant,38,2
34029,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
11
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,39,0
34029,coin_collector,"system

You have reached a new state.

                    _",assistant,40,2
34029,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,41,0
34029,coin_collector,"system

You have typed: ",assistant,42,2
34029,coin_collector," This is the present state of the game
I beg your pardon?


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,43,0
34029,coin_collector,pick up coin,assistant,44,2
58217,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

Get ready to pick stuff up and put it in places, because you've just entered TextWorld! First stop, attempt to venture east. Then, pick up the coin from the floor of the cellar. Once that's all handled, you can stop!

-= Recreation Zone =-
Well, here we are in the recreation zone. The room is well lit.



There is an unguarded exit to the east.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
58217,coin_collector,action,assistant,2,2
58217,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
58217,coin_collector,go east,assistant,4,3
58217,coin_collector," This is the present state of the game

-= Cellar =-
You've just walked into a cellar.



There is an unblocked exit to the west.

There is a coin on the floor.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,1
58217,coin_collector,pick up coin,assistant,6,3
27555,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

Welcome to TextWorld! First off, go to the south. Okay, and then, pick up the coin from the floor of the restroom. Once that's all handled, you can stop!

-= Scullery =-
You've fallen into a standard room. Your mind races to think of what kind of room would be standard. And then it hits you. Of course. You're in the scullery.



There is an unblocked exit to the south.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
27555,coin_collector,Please provide the actions I can take in this game. What are,assistant,2,2
27555,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
27555,coin_collector,go south,assistant,4,3
27555,coin_collector," This is the present state of the game

-= Restroom =-
You're now in a restroom.



You need an unguarded exit? You should try going north.

There is a coin on the floor.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,1
27555,coin_collector,pick up the coin from the floor of the restroom,assistant,6,2
27555,coin_collector," This is the present state of the game
I only understood you as far as wanting to pick up the coin.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,7,1
27555,coin_collector,pick up the coin,assistant,8,3
24418,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

I hope you're ready to go into rooms and interact with objects, because you've just entered TextWorld! Your first objective is to make an attempt to move south. And then, pick-up the coin from the floor of the restroom. That's it!

-= Kitchen =-
You've just sauntered into a kitchen. You begin to take stock of what's in the room.



There is an exit to the south. Don't worry, it is unguarded.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
24418,coin_collector,move south,assistant,2,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
24418,coin_collector,move south,assistant,4,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
2
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,1
24418,coin_collector,move south,assistant,6,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
3
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,7,1
24418,coin_collector,move south,assistant,8,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
4
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,9,1
24418,coin_collector,move south,assistant,10,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
5
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,11,1
24418,coin_collector,move south,assistant,12,2
24418,coin_collector," This is the present state of the game
You must name something more substantial.

<score>
0
</score><moves>
6
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,13,0
24418,coin_collector,go south,assistant,14,2
24418,coin_collector," This is the present state of the game

-= Restroom =-
I am sorry to announce that you are now in the restroom.



There is an exit to the north. Don't worry, it is unguarded.

There is a coin on the floor.

<score>
0
</score><moves>
7
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,15,1
24418,coin_collector,pick up coin,assistant,16,3
55214,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

Hey, thanks for coming over to the TextWorld today, there is something I need you to do for me. Your first objective is to make an attempt to venture south. Then, make an effort to venture south. After that, lift the coin from the floor of the playroom. Got that? Good!

-= Basement =-
You've just sauntered into a basement. You start to take note of what's in the room.



There is an exit to the south. Don't worry, it is unguarded.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
55214,coin_collector,venture south,assistant,2,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,0
55214,coin_collector,venture south,assistant,4,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,0
55214,coin_collector,venture south,assistant,6,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,7,0
55214,coin_collector,venture south,assistant,8,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,9,0
55214,coin_collector,ventures south,assistant,10,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,11,0
55214,coin_collector,venture south,assistant,12,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,13,0
55214,coin_collector,venture south,assistant,14,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,15,0
55214,coin_collector,venture south,assistant,16,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,17,0
55214,coin_collector,Coin Collector,assistant,18,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,19,0
55214,coin_collector,,assistant,20,2
55214,coin_collector," This is the present state of the game
I beg your pardon?


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,21,1
55214,coin_collector,ve just sauntered into a basement. You start to take note of,assistant,22,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,23,0
55214,coin_collector,ventures south,assistant,24,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,25,0
55214,coin_collector,ve made it into a playroom! There,assistant,26,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,27,0
55214,coin_collector,go south,assistant,28,3
55214,coin_collector," This is the present state of the game

-= Chamber =-
This might come as a shock to you, but you've just moved into a chamber.



You need an unguarded exit? You should try going north. There is an exit to the south. Don't worry, it is unblocked.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,29,1
55214,coin_collector,venture south,assistant,30,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,31,0
55214,coin_collector,venture south,assistant,32,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,33,0
55214,coin_collector,venture south,assistant,34,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,35,0
55214,coin_collector,venture south,assistant,36,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,37,0
55214,coin_collector,venture south,assistant,38,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,39,0
55214,coin_collector,,assistant,40,2
55214,coin_collector," This is the present state of the game
I beg your pardon?


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,41,0
55214,coin_collector,venture south,assistant,42,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,43,0
55214,coin_collector,venture south,assistant,44,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,45,0
55214,coin_collector,invalid action,assistant,46,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,47,0
55214,coin_collector,venture south,assistant,48,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,49,0
55214,coin_collector,go south,assistant,50,3
55214,coin_collector," This is the present state of the game

-= Playroom =-
Well, here we are in the playroom. You begin looking for stuff.



You need an unblocked exit? You should try going north.

There is a coin on the floor.

<score>
0
</score><moves>
2
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,51,1
55214,coin_collector,go south,assistant,52,2
55214,coin_collector," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
3
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,53,0
55214,coin_collector,lift the coin from the floor,assistant,54,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,55,0
55214,coin_collector,go south,assistant,56,2
55214,coin_collector," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
4
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,57,0
55214,coin_collector,venture south,assistant,58,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,59,0
55214,coin_collector,venture south,assistant,60,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,61,0
55214,coin_collector,venture south,assistant,62,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,63,0
55214,coin_collector,lift coin from floor,assistant,64,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,65,0
55214,coin_collector,go south,assistant,66,2
55214,coin_collector," This is the present state of the game
You can't go that way.

<score>
0
</score><moves>
5
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,67,0
55214,coin_collector,invalid action,assistant,68,2
55214,coin_collector," This is the present state of the game
That's not a verb I recognise.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,69,0
55214,coin_collector,pick up the coin,assistant,70,3
1651,coin_collector," This is the present state of the game



                    ________  ________  __    __  ________        
                   |        \|        \|  \  |  \|        \       
                    \$$$$$$$$| $$$$$$$$| $$  | $$ \$$$$$$$$       
                      | $$   | $$__     \$$\/  $$   | $$          
                      | $$   | $$  \     >$$  $$    | $$          
                      | $$   | $$$$$    /  $$$$\    | $$          
                      | $$   | $$_____ |  $$ \$$\   | $$          
                      | $$   | $$     \| $$  | $$   | $$          
                       \$$    \$$$$$$$$ \$$   \$$    \$$          
              __       __   ______   _______   __        _______  
             |  \  _  |  \ /      \ |       \ |  \      |       \ 
             | $$ / \ | $$|  $$$$$$\| $$$$$$$\| $$      | $$$$$$$\
             | $$/  $\| $$| $$  | $$| $$__| $$| $$      | $$  | $$
             | $$  $$$\ $$| $$  | $$| $$    $$| $$      | $$  | $$
             | $$ $$\$$\$$| $$  | $$| $$$$$$$\| $$      | $$  | $$
             | $$$$  \$$$$| $$__/ $$| $$  | $$| $$_____ | $$__/ $$
             | $$$    \$$$ \$$    $$| $$  | $$| $$     \| $$    $$
              \$$      \$$  \$$$$$$  \$$   \$$ \$$$$$$$$ \$$$$$$$ 

Who's got a virtual machine and is about to play through an exciting round of TextWorld? You do! Here is how to play! Your first objective is to go to the south. Following that, take a trip east. With that done, pick up the coin from the floor of the bedroom. And once you've done that, you win!

-= Cookery =-
You arrive in a cookery. An ordinary one.



You need an unblocked exit? You should try going south.


 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,1,1
1651,coin_collector,Go south,assistant,2,3
1651,coin_collector," This is the present state of the game

-= Bathroom =-
You are in a bathroom. A normal one. You begin looking for stuff.



You need an unblocked exit? You should try going east. There is an exit to the north. Don't worry, it is unguarded.

<score>
0
</score><moves>
1
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,3,1
1651,coin_collector,Go east,assistant,4,3
1651,coin_collector," This is the present state of the game

-= Bedroom =-
Ah, the bedroom. This is some kind of bedroom, really great standard vibes in this place, a wonderful standard atmosphere. And now, well, you're in it.



You don't like doors? Why not try going west, that entranceway is unguarded.

There is a coin on the floor.

<score>
0
</score><moves>
2
</moves>

 Choose your next action.Remember to express your action in the valid format and to surround the action between quotes ('')",user,5,1
1651,coin_collector,Pick up the coin,assistant,6,3
